gmag,ra,dec,plx,bp_rp,lum_val,teff_val,radius_val
15.416554,56.85568019,24.04895952,7.382527483,2.3555527,,3431,
18.519554,56.72872499,24.46645754,7.134750794,2.5285225,,,
18.228401,56.08213131,23.89588897,8.263144025,3.273222,,,
16.262117,57.40227401,24.30374374,7.224114808,2.7682562,,4076.08,
11.164752,56.05451969,24.03062221,7.52831185,1.0228424,0.48791525,5082,0.90106374
17.87326,54.77340996,24.21134537,4.214245782,2.793436,,,
8.540198,56.3936837,24.46311329,7.435439811,0.5054922,5.0991406,7180,1.4593258
17.155819,57.77559377,22.63338271,7.52182713,3.1389923,,,
16.885798,57.29764281,24.24001243,7.125077724,2.9350214,,4594.325,
14.470423,56.10348264,24.76821919,7.470613705,2.2257013,0.050157864,3533.25,0.59768647
16.139671,56.30068367,23.36457294,7.237481142,2.8431969,,3529.28,
16.72112,56.74244795,23.56062352,7.358708412,2.7971,,4009.875,
15.042038,55.97455056,25.47488529,7.328093247,2.4514446,,3524.75,
10.94297,56.95058341,23.21789014,7.318577435,0.9584093,0.60817724,5332,0.91387635
10.420579,57.27554721,23.78104376,7.209080087,1.0409546,1.017831,5305.04,1.1942992
13.9019,55.44628761,22.85683588,7.365583428,1.9039288,0.067062326,3904.25,0.56600034
16.714268,56.53633374,24.67572788,7.579202385,2.8420963,,4480.277,
15.638724,55.49448625,22.95034904,7.39577862,2.6733704,,3685.78,
14.845104,55.98631159,25.26208807,7.453968734,2.3475876,,3713.75,
17.48939,56.75155651,23.87990113,7.318267535,3.2848873,,,
16.722082,56.94138043,24.63353071,7.407130922,3.1800795,,3909.0735,
15.329988,56.4030943,24.65168277,7.134525291,2.8957634,,4061.22,
18.914383,56.42642738,24.0696309,7.672955181,2.4537773,,,
18.33331,56.87476375,23.55402962,6.956349216,3.2258968,,,
15.625836,58.13080372,25.25194073,7.367373066,2.6437283,,3679,
15.914345,56.84946413,23.14901113,7.144426622,2.8425188,,4007.045,
18.355894,57.15146556,25.26129613,7.39877646,3.3144875,,,
11.011639,56.31406415,25.28928257,7.413373539,1.0293226,0.5704886,5167,0.94253874
16.625662,57.18359716,25.1060853,7.313212265,2.9140024,,4364.74,
19.429014,56.26328629,23.11611776,6.799615343,3.2400913,,,
15.814154,57.33962256,23.65158458,7.333717978,2.7873707,,3818.2,
16.999392,56.26209569,25.08865812,7.318682964,3.1500921,,3745.02,
11.968134,55.80678105,25.26993563,7.39617466,1.2527733,0.24050806,5097,0.6289096
18.9102,55.96993853,24.31334228,6.504716589,2.8378506,,,
18.597599,55.50162138,24.17006666,7.392485802,3.396471,,,
17.321209,55.39506324,23.6375463,7.346671417,3.1023216,,,
16.411564,57.02388309,22.63578435,7.162218801,3.0388918,,3993.505,
6.14535,57.43146562,23.71165592,7.496204998,-0.044172764,,9438,
17.625544,56.84367131,22.51956678,7.065162921,3.2384872,,,
13.693971,56.14762771,24.00114058,7.344656725,1.8265715,0.07080572,4129.3833,0.5198959
17.853659,57.25484592,23.6374834,7.490281794,3.3604965,,,
11.68959,56.26374878,23.83921566,7.280531682,1.1299181,0.3282882,4984.09,0.7684375
13.036555,57.8748392,23.89904194,7.565003817,1.5827932,0.109208666,4341.25,0.5841866
11.439413,56.17998817,25.87532881,7.516415477,1.1149693,0.38973972,4962.027,0.84473747
17.007547,56.2147271,25.08778101,6.996506852,3.1192894,,3894.0352,
19.625105,57.27030824,23.56077241,6.691066499,3.0801468,,,
13.968921,55.49458836,23.70714163,7.344898407,1.9593086,,4168.173,
16.373417,56.8445845,23.73507166,7.494341042,2.9139967,,4651.6797,
16.022493,55.95193901,25.04341137,7.22289135,3.04,,4130.825,
12.895202,57.1893671,23.33871889,7.37929821,1.5196486,0.11907658,4561.95,0.55241406
18.260738,56.29096675,24.07563182,7.743192731,2.0391865,,,
18.314926,56.52528835,23.97185569,7.895661974,1.879055,,,
16.41162,57.38579874,23.41124862,7.501802508,3.1213207,,3770.21,
10.528545,56.01485492,24.50404812,7.378027754,0.9138651,0.8610742,5482,1.0287145
15.594679,57.19040623,25.7002689,7.23017691,2.7187452,,3942.2876,
15.739687,55.12992767,25.14790182,6.887020051,3.0351439,,4189.3833,
18.039536,58.61721335,23.94320185,6.98780289,3.3338032,,,
6.981759,56.83746003,23.80314741,7.127110734,0.044411182,,9425.5,
6.880885,56.45349234,23.14694964,7.359028788,0.03437233,,9324,
17.56905,55.75532389,24.24773744,7.32009041,3.159338,,,
11.481304,56.58319645,25.47536407,7.418771797,,,,
17.21161,56.41377907,24.13887197,7.349149262,2.8627968,,,
16.499056,56.60273682,24.47940518,7.19661315,2.8170242,,4038.51,
16.123646,56.24421729,23.92788318,7.136004945,2.7919922,,3904.36,
17.732103,57.49021356,23.72432767,7.074529229,3.2901516,,,
12.243859,56.82535301,24.39057154,6.989037883,1.4993296,0.25315222,4447.33,0.8475099
17.006838,57.08979611,24.57859313,7.219036548,2.8818064,,4525.3076,
19.768732,55.27262864,23.54896635,7.482993922,2.9059734,,,
12.866021,56.37331637,23.76030867,7.258553034,1.5620556,0.13734534,4363.6235,0.6484329
14.185698,55.90297985,24.23212144,7.076279022,2.0972948,0.06771509,3628,0.6586593
17.939165,56.58921478,23.08570587,7.194560982,3.4310913,,,
16.325727,57.385638,23.92830213,7.483517018,2.8794594,,4088.0425,
19.252243,56.64739168,23.95191559,7.766668295,0.8961468,,,
16.862675,55.35827154,23.25981239,7.500564018,3.118619,,3972.9033,
15.293792,56.488749,25.18672171,7.344042408,2.784422,,4065.55,
9.533586,55.99510801,23.88253345,7.385698515,0.74294186,2.0617921,6208.6665,1.241019
9.590614,58.59003702,24.07549461,7.361745846,0.7036648,1.9724723,6136,1.2427604
16.760805,56.28772363,25.54682006,7.546018158,2.9959564,,4305.6997,
16.682482,56.95748636,24.42849616,7.242315048,2.9529524,,4670.0034,
5.4266515,56.20098932,24.28927388,7.523388376,-0.037411213,,9644,
10.966898,55.36604084,23.70814344,7.392511845,0.9756479,0.5855669,5300.8667,0.90729207
7.7320957,56.86188696,23.67813316,7.604931016,0.2205081,10.794197,7995.3335,1.7122794
15.660528,57.30271962,25.70187675,7.390567936,2.9163456,,3865.25,
16.564339,58.07317736,24.45533303,7.381703938,3.022685,,4168.6875,
15.19903,57.48251115,24.74191085,7.382377523,2.550847,,3748.75,
16.49195,56.90569368,25.33385435,7.158356743,3.0203104,,4189.1836,
18.109602,56.35297021,24.64609214,7.396956656,3.0290356,,,
17.479286,55.83802149,24.18570771,7.467835351,2.968546,,,
17.721367,55.6902714,23.82282901,6.977750956,3.3105183,,,
18.135223,56.19232113,24.38398866,7.340278275,2.6645489,,,
15.988075,55.86760615,24.89180227,7.283281553,2.7780304,,4056.8774,
17.257837,58.07804113,23.8766967,7.373026369,3.105999,,,
17.895859,55.91556973,23.69222616,7.069936013,3.1575089,,,
16.44183,56.88419247,23.30633821,7.140851522,2.8943224,,3970.495,
16.151382,54.88472731,24.26687032,7.090086697,2.8904066,,3962.825,
12.457087,55.21372986,23.59822552,7.438521089,1.3769703,0.16607596,4723.4966,0.6085256
16.506659,55.11240321,24.23714551,7.514823098,2.975544,,4250.2754,
17.795597,55.93142197,24.21376417,7.452719816,3.1077404,,,
16.965014,57.56154378,25.42482952,7.096367462,3.0995188,,4162.1177,
17.703762,57.32023414,24.01644412,6.962687991,,,,
9.103162,57.07038946,25.21492601,7.2298801,0.6593914,3.1861796,6613.9824,1.3594452
16.892225,56.88340264,24.17339868,7.392600573,2.4506826,,3828,
14.725102,57.23905052,24.32864694,7.213317836,2.5805435,,4068.55,
10.69776,55.14330171,23.68241231,7.426635789,0.9182844,0.7377465,5358,0.99678344
11.855584,57.91273979,22.75008098,7.240205876,1.1797895,0.2929876,4866.64,0.7614104
12.19216,56.02133728,25.48363666,7.41289336,1.2790318,0.20735553,4823.375,0.6520913
9.691098,56.83708939,25.52564515,7.314183192,0.76311874,1.8380178,5892.4175,1.3008897
13.991919,57.07511872,23.89127998,7.288801577,1.927804,0.06166937,3936.6667,0.5338633
18.609873,56.84292647,25.7206916,6.649740282,3.3274803,,,
16.969765,56.5901745,23.06677112,7.770897894,3.2811394,,4202.075,
16.680983,57.99316805,23.97189217,7.293058842,2.9576502,,3944.7651,
10.398834,56.91861362,24.36436237,7.316612651,0.85272694,0.97335374,5629,1.0373504
8.257667,56.94523988,25.38549981,7.078323436,0.35372734,7.516486,7768.25,1.5136089
10.112981,56.45302889,23.14785709,7.327235339,,,,
17.135067,55.56411195,23.19182214,7.326381994,3.2372713,,,
10.910271,57.58720452,24.46655136,7.249936899,0.9340391,0.62832403,5468.5,0.8830963
10.239899,57.07140079,23.89015682,7.321315035,0.80504036,1.1104032,5826,1.0343131
9.712552,56.1699193,24.81834024,7.408644203,0.71434784,1.743928,6072,1.1933103
13.817322,56.47976095,24.55461038,7.428418841,1.7252197,,4109,
16.953684,57.54494316,24.478035,7.46929416,3.154622,,3693.255,
19.559034,57.01950047,23.65822816,7.035959999,3.3946857,,,
16.517975,55.97002712,25.49163292,7.223185196,2.9136734,,4088.0425,
10.842311,58.60525132,24.35989013,7.36397341,0.9789829,0.65317565,5403,0.92235416
12.73605,57.5517725,24.53273269,7.196010439,1.4438963,0.14229259,4613.83,0.590365
17.816366,56.99744855,24.593488,7.309270383,3.2166386,,,
9.562554,56.35062644,24.88578553,7.280298496,0.69124794,2.0691588,6145.15,1.2690672
16.257185,57.44606546,25.71008258,6.92868497,3.2130527,,4103.7134,
15.093665,56.68171989,23.9949431,7.247988348,2.377285,,3616,
11.438498,55.95147936,25.00419133,7.306604285,1.1216526,0.41009617,4991.453,0.8563307
19.305237,57.56434568,22.77207896,7.058504107,3.1926403,,,
16.400305,55.81925015,23.83359107,7.274152928,2.959054,,4587.395,
17.320845,55.44449638,23.02200469,7.000964373,3.1903744,,,
14.438821,57.10351339,22.40706955,7.975500519,2.444497,,3690.28,
18.092422,58.66312614,24.59833864,7.489781303,3.3338776,,,
10.404107,56.61406721,25.13533744,7.378191904,0.84881496,0.9527699,5626,1.027418
18.32519,57.67950861,23.33201992,7.16112027,3.4111767,,,
13.153968,56.78068857,23.22616304,7.282249318,1.6122046,0.110282324,4257.5063,0.61037254
18.22346,55.0664266,24.375243,7.045748714,3.445406,,,
16.80349,56.4177936,24.28891366,7.443863455,2.300416,,3636.75,
16.591087,58.25684613,22.97990669,7.389358953,3.0227146,,4188.9834,
8.322883,56.76765516,23.99501921,7.369924892,0.42066765,6.3666325,7310.43,1.5729744
12.213566,56.80647931,23.71409194,7.349683243,1.2762156,0.20234035,4908.3633,0.62204313
11.889382,56.41428089,23.754102,7.346930987,1.6295033,0.3278487,4375,0.9966284
10.659182,55.21027404,23.41824586,7.403971523,0.90125275,0.7574612,5490.3335,0.9619121
14.190984,56.78942246,23.74198597,7.302015562,2.3946419,0.061828677,3660.365,0.6182994
17.359585,55.83579287,24.4429224,7.54310041,3.0925026,,,
16.677404,56.45577823,23.14288007,7.596280186,2.7686558,,3904.36,
16.611767,55.19302947,24.15699478,7.245669247,2.8934174,,4129.1123,
16.280447,57.55194671,23.92648083,7.173258371,3.1797066,,3954.6123,
13.620668,57.84232821,25.16593518,7.184809023,1.8201857,0.0877049,3964,0.62790984
14.810722,56.44372681,23.79516351,7.207047158,2.5405102,,3638.0876,
6.589043,57.34071384,24.38075866,7.040344925,-0.024802208,,9527,
17.399858,56.4286985,23.3365954,7.684339746,3.2106934,,,
16.87965,57.09464593,23.46175245,7.402622047,3.0900297,,4462.5176,
16.94648,56.75127941,24.47341624,7.16522797,3.0611572,,3709,
14.020388,56.64507285,22.93528733,7.27843288,1.9807901,,4167.25,
12.406004,56.51728223,23.40532596,7.35268745,1.3969898,0.17235915,4839,0.5906886
15.993503,56.28658249,24.84195495,7.195321794,2.3229723,,3654,
10.851324,56.08555602,24.77266298,7.184980521,1.1248856,0.7344662,4954.047,1.1633712
18.190985,55.64181991,23.41427668,6.915698246,3.431055,,,
19.329388,56.14298467,23.85669383,8.363867672,3.0129623,,,
14.988749,55.73565929,24.08258692,8.134482966,2.7217216,,4031.673,
17.262112,56.91585908,23.00110847,7.686667783,3.009962,,,
15.061798,56.70335202,23.06855768,7.09866892,2.4873161,,4025.75,
16.863642,56.46653704,25.16699561,7.236248181,3.1334906,,3703.0369,
12.247098,57.11688292,23.30056307,7.446772041,1.3326874,0.20323838,4689.3066,0.68302757
11.309817,54.86596958,23.89480144,7.284990183,1.0828514,0.46152058,5020.935,0.8977987
8.760477,57.86348664,24.51845506,7.332708126,0.5418215,4.249332,6752.623,1.5061492
8.00354,56.4965122,25.39839644,7.600061923,0.28597307,8.305684,7863,1.5529726
16.608862,57.19179285,24.16998503,6.989841671,2.85678,,3904.36,
19.519403,56.28949433,23.97898373,7.16049776,2.5144615,,,
10.576406,55.90729778,23.53579412,7.323320636,0.8767376,0.8345623,5502.16,1.0053461
18.091791,56.41216334,23.8153932,7.525285563,2.4678955,,,
18.397831,56.30265725,23.8956974,7.534825712,2.669033,,,
15.553866,55.68259421,25.53493108,7.195073661,2.633914,,3740.3535,
17.023563,56.27833702,23.61414558,7.252443684,3.2870226,,4444.83,
9.06211,55.34579824,23.48674113,7.515350003,0.6061373,3.0630744,6492,1.3834848
14.340005,56.13342611,23.87485556,7.446216475,2.2213602,,4274.3335,
17.504845,57.68483857,25.11794601,6.722538788,3.5863934,,,
15.71589,57.04675765,23.66195843,7.214634212,2.3638,,3810.1,
11.209154,56.02025981,24.27532545,7.34694823,1.0703726,0.49084756,5091.84,0.90027773
16.321722,56.29512153,23.04931563,7.660120888,2.9538155,,4444.83,
17.088293,55.4462624,25.00593228,7.719049777,3.0764885,,,
13.553166,56.8257749,24.03622426,7.649423412,1.8501949,,4282,
10.544441,56.26681029,25.25765316,7.361768811,0.88975143,0.84936535,5516,1.00914
13.542909,55.49067575,23.66818629,2.621201369,1.301218,0.44666538,5125,0.84772706
13.322386,57.77331021,24.73658409,7.229826848,1.6925869,0.09583591,4257,0.5691274
16.315216,55.98756934,23.9514543,7.267862494,2.9073915,,4609.37,
10.587136,56.22443017,23.92109211,7.186253009,1.0486097,0.9204043,5033.533,1.2615256
15.41668,57.66222635,23.21723388,7.229511957,2.5667725,,3297.5,
8.081855,57.42060196,23.34137588,7.227082097,0.28130198,8.622767,7954.6665,1.5460802
17.257177,56.52381078,24.61368958,7.294107307,2.9857407,,,
10.582304,56.17434663,22.46435229,7.49865394,0.9183645,0.7882236,5547,0.96130466
18.74313,56.72077672,24.25202225,7.491484444,2.819189,,,
13.575575,56.45401898,23.85269267,7.408138715,1.7796402,0.08191417,4042.4824,0.58349335
10.383268,56.7240412,23.58336016,7.410569251,0.8226509,0.96146935,5642.75,1.0259796
18.5933,57.23194572,24.3610199,6.848440026,3.2187538,,,
17.03027,56.81444339,24.39176993,6.64561791,3.199318,,4121.313,
9.73422,56.84992555,23.91427752,7.283048226,0.83842945,1.8023878,5697.25,1.3779905
13.486465,56.63002434,24.11714741,7.654696102,1.8475027,0.09129703,3900,0.6618381
13.239693,56.53493098,23.34732748,7.321200251,1.654356,0.09971855,4279,0.57458735
13.693872,56.90877071,24.89166138,7.146165726,1.8347702,0.0797438,4027,0.58014673
14.702564,54.89785036,24.1182424,7.290797631,2.3120155,0.039887633,3619,0.50803614
17.09081,57.8928031,23.79703902,7.116327485,3.0751133,,,
9.005671,57.77649884,25.5944987,7.166334012,0.6239681,3.54987,6429.8667,1.5182906
13.760721,58.24651846,24.90134873,7.260679865,1.867754,0.06897109,4109,0.51821965
13.6791115,54.87176438,23.49917907,7.471264462,1.8387957,0.07449298,4016,0.5637972
18.004625,56.62930508,23.02615841,6.972142235,3.2275276,,,
19.025648,55.81715322,24.37432782,7.456152522,3.2696934,,,
17.88816,55.55626056,24.31367824,7.141901363,3.2307186,,,
11.162713,58.34886868,24.06484288,7.343179616,1.0093727,0.49503377,5308,0.83197105
15.731784,57.06368398,23.70079972,6.357743743,2.919138,,4630.925,
15.762332,57.50913835,23.86222919,7.622099973,2.7205505,,3970.53,
14.508653,56.03679313,23.07971215,7.248336375,2.2148962,,4088.8325,
17.549198,57.79958066,23.74521815,7.306102524,3.1902637,,,
16.682201,56.93613477,23.70071081,7.166039336,3.062623,,3676.97,
13.028597,56.38733922,24.30304053,7.519755648,1.6062174,0.10983113,4370.3335,0.5780777
17.720297,56.87289826,24.20534757,7.615174772,2.7013454,,,
8.087943,57.30087212,23.88659387,7.448522517,0.30456018,7.9981546,7860,1.5251145
14.835606,55.66768278,23.9891669,7.272190137,2.4949436,0.040695585,3440.6667,0.567729
10.597236,56.05809553,24.77920151,7.321028086,0.8934126,0.8191469,5503,0.9957138
16.551453,56.05066193,23.87689418,7.277896585,2.917448,,4625.0566,
19.515036,56.95607683,23.53121178,8.146063068,3.4008179,,,
7.818111,56.46524224,24.03868258,7.226025315,0.27399445,10.890276,7854.25,1.7822255
15.810461,55.26255807,23.72248538,7.4668263,2.7223368,,3935.98,
16.037807,57.29606103,24.34740525,7.320455641,2.8016157,,3899.1602,
8.324233,57.18298748,23.25962123,7.190476035,0.3917637,6.7253165,7471.93,1.5475454
17.550106,57.3840946,23.27150507,7.086092214,3.122097,,,
17.659185,56.27740405,24.67841524,7.5540704,3.1098652,,,
13.663716,57.29709805,23.55503385,6.031809347,1.8599348,0.11161216,4074.7,0.670374
15.169112,56.76987381,25.3804182,8.223137862,2.8210611,,3848.8774,
16.679869,56.85797096,25.44057264,7.252800292,3.329687,,3912.53,
18.951893,57.21025565,25.29837222,7.4002288,3.2626743,,,
14.12439,57.81600215,23.28207859,7.395554982,2.0566425,0.05963526,3763.3467,0.57445467
13.026153,56.92276063,23.97173382,7.349072622,1.5596657,0.12499703,4209.2065,0.66481686
17.886549,56.11636525,23.99977535,7.445820126,2.979435,,,
17.143373,56.39167311,23.18501701,7.334969551,3.1653023,,,
18.138613,56.60060058,24.50341716,7.402242059,2.6928291,,,
16.071756,57.10522526,24.24036369,7.265084316,3.0275965,,4037.4133,
13.853169,55.58985269,24.66447771,7.442000104,1.908227,0.07120942,3851.3,0.5993861
16.891602,58.01103685,25.10400803,7.19912048,3.0543203,,3974.1199,
17.054266,55.57465067,24.11588549,7.194929466,3.1432905,,3860.9524,
13.357169,56.58539698,24.78528924,7.374339677,1.7055159,0.09278147,4184.5,0.57955694
15.038091,56.96235535,24.50502242,7.313090572,2.4275846,0.03548596,3369,0.55294114
16.52099,56.71926584,23.64514511,7.058621816,3.149191,,4065,
15.208042,56.3172948,24.12100097,7.62846891,2.438326,,3407.6667,
14.401714,56.84108914,25.89774554,7.097775046,2.169073,0.058875777,3540.3333,0.64495987
19.885986,56.59892508,22.83777195,8.796846453,2.6792202,,,
14.763028,55.00086598,23.43478193,7.358040953,2.5739288,0.04684068,3328,0.65102494
14.037812,56.63705919,23.30513724,7.296187355,2.009222,0.05795193,3963.105,0.51064074
16.417072,55.91274506,23.7346517,7.054869079,3.1420069,,4063.6501,
9.363033,55.72974254,24.49287507,7.194996007,0.6653547,2.5427234,6196.9,1.3834175
12.386156,57.72446672,22.5478716,7.267364723,1.3520269,0.18017305,4828.8867,0.6064619
15.540159,55.36208585,24.01718892,7.353671722,2.980093,,4508.19,
16.44994,57.08459639,24.91519789,7.145364446,,,,
15.165859,57.02434715,23.03395631,7.322842126,2.5128841,,3441,
19.18257,55.52400185,23.12057395,7.89117127,3.2311115,,,
17.852543,56.31845366,23.5669807,7.334957984,3.1548843,,,
6.4089994,56.51217736,24.52770351,7.34534678,-0.014213085,,9654,
16.261713,55.21602445,23.23054177,7.247182185,2.8966913,,3961.827,
18.141037,56.49050339,24.05123868,7.41006043,2.505415,,,
18.554155,57.18629669,24.62303568,6.817813565,2.9098492,,,
17.929604,57.2491071,23.20188714,6.606968319,3.5359077,,,
6.2838345,56.83775692,24.11607368,7.444952561,0.023653507,,9500,
10.211149,57.14388405,23.43459723,7.279304144,0.7964411,1.159358,5741,1.0883945
12.792986,57.85177539,24.08717861,7.382369336,1.4841623,0.13652635,4452.54,0.62093365
17.412966,55.68530369,23.97077237,7.148806244,3.0668945,,,
13.683444,57.84931009,22.84127919,7.423973089,1.8474197,0.079022735,3935.8025,0.60459155
13.257669,58.18905824,25.27966615,7.209460903,1.6515636,0.10434084,4219.77,0.6043691
16.488987,56.19942423,24.21445701,7.159817911,2.762803,,3904.36,
16.505808,58.35055577,23.79940662,7.356141697,2.9622326,,4255.9834,
18.09349,55.86628387,25.02790148,7.064854893,3.6457996,,,
17.087406,57.39781119,22.39047344,7.508909909,3.0077572,,,
18.447723,57.46854034,24.06179452,7.295709802,2.7990704,,,
18.497711,56.77419423,23.7594973,7.337710083,3.184555,,,
18.5149,57.42177053,22.94450652,7.192063134,3.4225063,,,
16.34545,58.22612739,25.29522374,7.523441458,2.916462,,3790.4934,
19.33303,57.31309659,24.60609712,7.433483899,3.1292076,,,
15.644554,57.9951445,24.66773033,7.316785423,2.6478958,,3682.3333,
9.335321,58.22291289,24.71553735,7.091487672,0.6475563,2.6772974,6375.57,1.3411055
10.343406,56.69617935,22.91438594,7.193060837,0.8397875,1.0633209,5589.867,1.0994661
9.981662,56.39757957,24.08301737,7.503006635,0.83480644,1.3650905,5578.275,1.2509315
10.296782,56.59455049,24.569956,7.180470289,0.82882595,1.0987462,5775,1.0471222
16.153196,56.91405265,24.45873874,7.43265631,2.9129477,,4268.42,
11.268925,56.75600715,23.49474767,7.46050783,1.0223904,0.44056356,5220.5,0.81139576
17.454468,55.37800979,25.19773964,7.272343092,3.2319336,,,
16.00409,55.50015609,25.02960841,7.205960299,2.8399782,,3971.32,
16.187,56.30591671,23.51672291,7.191138007,3.1344852,,3894.0352,
16.797682,56.89387188,24.03956017,7.527420167,2.5298405,,3845.87,
16.349155,56.24181646,23.40847749,7.358470684,2.915784,,4364.74,
17.531769,56.9860469,24.25867715,7.555396203,3.0660973,,,
13.8229885,56.51600687,25.45280242,7.290626054,1.8749657,0.069053896,3998.64,0.54754794
17.260897,56.59367689,23.48543411,6.972089797,3.2951422,,,
15.92664,57.96086407,22.89552093,7.423039696,2.7734184,,4058.79,
16.08218,56.13223691,23.59043155,7.189564795,2.8114948,,3921.1,
16.913992,56.89952636,24.87397138,7.425800254,3.0540323,,3873.66,
14.259017,56.41275505,25.22421519,7.281297155,2.1187134,,4016.5066,
17.622215,57.16384578,24.83870585,6.803740951,3.1765556,,,
18.782503,55.43225582,23.13314887,7.385550083,3.7209892,,,
15.924776,56.61261037,24.45374846,7.082669304,2.7505665,,4098.6675,
12.557741,57.69188781,22.93048322,7.289409564,1.4923582,0.17523228,4434.75,0.7091227
15.182101,57.49314666,23.70922,7.352547121,2.4827223,0.030062191,3395,0.5011681
12.294708,57.64417262,24.50757825,7.096746728,1.2865553,0.20494658,4839.74,0.6439155
17.048546,55.25168888,24.22627317,7.180694335,3.0732822,,4043.9033,
16.847776,58.18022782,24.46611694,7.206343707,2.994135,,4305.75,
16.321098,54.92805756,23.90755666,7.548557874,2.938428,,3786.41,
16.317553,56.70879498,23.53208765,7.435068512,2.8989172,,4367.8203,
18.674467,54.79117341,23.98112209,7.548393904,3.2731647,,,
13.1314535,56.90846391,23.46785524,7.24624176,1.5964804,0.10776677,4366.75,0.5735594
14.102081,56.64730235,23.41153727,7.25893189,2.04033,0.06328825,3761,0.59252614
7.146499,56.4075502,24.3354641,9.662704411,0.2642641,,8759,
17.474472,57.67018321,24.66725439,7.142849711,3.0867214,,,
14.476115,56.34797934,24.85061055,7.208744316,2.2304296,0.053148054,3544,0.61151755
16.533262,57.02772109,24.00172656,7.254396901,2.9032993,,4277.9375,
14.794772,55.54559682,24.0855371,7.757803088,2.499961,0.040537037,3338.5,0.6018328
17.199932,57.67688578,24.21525071,7.571391259,2.9977942,,,
15.743797,56.2390019,23.99218485,7.533099943,2.6714725,,3604.725,
18.103546,56.55978176,23.85061915,7.283831089,2.3577938,,,
16.568806,57.61402931,23.37901879,7.387620017,2.9679937,,4619.04,
15.674363,57.97466033,24.04751834,7.073044778,2.974308,,4620.34,
15.40569,57.84963327,25.09781115,7.283496833,2.5375776,,3665,
9.049635,55.51978035,22.85836437,7.368943784,0.6422272,3.2262459,6363,1.4780105
17.474613,56.7143857,24.10432913,7.359757216,2.5130405,,,
16.724789,55.1095763,23.35794225,7.072507859,3.097227,,3648.42,
17.79109,57.08581068,23.51688291,7.095616208,3.3021889,,,
9.986124,57.07051868,23.63659068,7.095886636,0.7458563,1.4886377,5886.2,1.1732136
10.302865,57.29898578,24.63638762,7.160771601,0.8136463,1.0964035,5809,1.0337965
17.324492,56.51910327,24.16537474,7.446688047,2.9053192,,,
16.502985,58.13899299,23.85174429,7.296214792,2.9487123,,3944.7651,
13.838818,56.76501822,24.15949356,7.409468716,1.8939762,0.0736497,3834,0.6150833
17.718502,57.33862367,24.6945342,7.074900166,3.2001553,,,
15.329321,56.57482973,24.6858047,7.405886838,2.5274477,,3462.5,
17.724459,56.48650944,24.36868551,7.179434721,1.7582893,,,
16.366108,55.98874202,24.2221823,7.483101799,2.911893,,4527.1523,
12.594947,56.61581291,23.59252114,7.258132997,1.5945015,0.17443375,4387,0.7229906
15.076346,55.98634871,24.9933305,7.416413756,2.4762526,0.032569446,3395,0.5216489
17.667574,55.41178381,24.38575233,7.044738539,3.1930885,,,
7.531583,57.48590631,24.34880025,7.264210753,0.09696245,,9103.667,
17.562769,57.76373557,23.58323446,7.366373024,3.1419888,,,
11.08914,56.42449369,24.43132298,7.311593602,1.0163317,0.54479575,5180.8926,0.9161368
16.658134,57.92637966,24.36131795,7.347082908,2.8881092,,3991.6833,
15.420517,56.07403907,24.44619409,7.321262722,2.5928602,,3994.345,
18.924332,58.07357307,24.45494623,8.043071033,,,,
16.835129,57.13271111,24.03280936,6.897553335,2.9200516,,4570.21,
15.462837,58.12888206,24.54418434,7.365046338,2.888301,,3961.8264,
18.026237,55.2718709,23.83735928,7.469501729,3.339405,,,
18.679129,56.53153647,23.74500681,6.933580366,1.9147568,,,
19.65225,56.5586418,23.36556148,7.221615525,,,,
18.02123,58.1846055,23.90401775,7.361440313,3.330202,,,
13.403344,56.30003456,24.58599482,7.574021534,1.7093868,0.082894444,4214.73,0.5399777
16.206133,56.97037045,22.99260555,7.159729334,3.118886,,3483.5,
17.415617,56.68002021,23.62260917,7.309224092,2.8909874,,,
12.223905,55.86099629,24.99413885,7.702988728,1.3712006,0.19835708,4623.447,0.6941363
16.026741,56.89500475,22.80113131,7.482735925,2.8307257,,3976.66,
15.0645685,57.08269847,23.60314413,7.293600692,2.4345636,,3880.2566,
10.823414,56.00257003,23.54375019,7.221583066,0.996192,0.7068049,5238,1.0208724
16.902199,58.01870825,24.2441855,7.675885012,2.9605665,,4443.035,
11.105286,55.96136337,24.24729889,7.623618789,1.0127316,0.5008591,5100,0.90650475
17.213495,54.92139246,23.4730077,7.17246661,3.1554146,,,
18.343576,56.80495875,24.01239894,7.191280894,2.3190594,,,
13.394528,56.66782697,24.9308706,7.338246622,1.8433132,0.105826706,3931.75,0.7010976
17.201006,55.67163031,24.02840198,7.228311461,3.0843658,,,
13.138794,56.46043865,23.87376023,7.228634926,1.6823072,0.11568869,4221.5,0.6358644
15.832394,57.99722672,24.66618454,7.43032512,2.7350063,,4076.08,
16.489231,56.1378789,25.75252594,7.168860852,3.010726,,4218.5127,
15.750729,56.86723042,23.44802869,7.118263777,2.7327852,,4010.33,
13.871589,57.15691561,22.76911968,7.2944613,1.9494781,0.07303621,3847.9802,0.60807353
16.177538,57.40055245,23.93962294,7.251180607,2.8555174,,3607.8901,
14.987151,57.70410283,22.6698468,7.436463781,2.476138,,3654.9,
11.404611,56.549076,24.62212528,7.528025263,1.0632076,0.37999064,5252.375,0.74443644
16.69936,57.36500598,24.40364307,7.404436255,2.9824944,,4570.21,
